gan_bank_accession_s	assembly	proposed_name	paper_name	host	host_alt	host_simple	collection	ncbi_isolation_source	isolation_manual	isolation_specific	link	MosAIC_source_specific	MosAIC_source_lab	Location 	MosAIC_lab_field	Mosquito_spp
NA	GCF_001472765.1	E. xiangfangensis	E. xiangfangensis	clinical	NonMosquito	Clinical	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472375.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001475415.1	E. xiangfangensis	E. xiangfangensis	animal	NonMosquito	Animal 	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001471215.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472455.1	E. xiangfangensis	E. xiangfangensis	Human	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472815.1	E. xiangfangensis	E. xiangfangensis	environmental	NonMosquito	Environmental	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472335.1	E. xiangfangensis	E. xiangfangensis	environmental	NonMosquito	Environmental	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001473015.1	E. xiangfangensis	E. xiangfangensis	human	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001473285.1	E. xiangfangensis	E. xiangfangensis	plant	NonMosquito	Plant	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472035.1	E. xiangfangensis	E. xiangfangensis	clinical	NonMosquito	Clinical	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472675.1	E. xiangfangensis	E. xiangfangensis	plant	NonMosquito	Plant	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472645.1	E. xiangfangensis	E. xiangfangensis	plant	NonMosquito	Plant	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472225.1	E. xiangfangensis	E. xiangfangensis	animal	NonMosquito	Animal 	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001471885.1	E. xiangfangensis	E. xiangfangensis	environmental	NonMosquito	Environmental	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001475425.1	E. xiangfangensis	E. xiangfangensis	insect	NonMosquito	Insect	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472605.1	E. xiangfangensis	E. xiangfangensis	environmental	NonMosquito	Environmental	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001473055.1	E. xiangfangensis	E. xiangfangensis	clinical	NonMosquito	Clinical	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001471225.1	E. xiangfangensis	E. xiangfangensis	environmental	NonMosquito	Environmental	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001471875.1	E. hormaechei subsp. hoffmannii	E. hormaechei subsp. hoffmannii	environmental	NonMosquito	Environmental	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472515.1	E. hormaechei subsp. hoffmannii	E. hormaechei subsp. hoffmannii	human	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472085.1	E. xiangfangensis	E. xiangfangensis	clinical	NonMosquito	Clinical	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001475475.1	E. xiangfangensis	E. xiangfangensis	clinical	NonMosquito	Clinical	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472005.1	E. xiangfangensis	E. xiangfangensis	plant	NonMosquito	Plant	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001471955.1	E. xiangfangensis	E. xiangfangensis	plant	NonMosquito	Plant	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001022685.1	Citrobacter braakii	Citrobacter braakii	clinical	NonMosquito	Clinical	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_000957245.1	Pluralibacter gergoviae	Pluarlibacter	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001518055.1	E. aerogenes	E. aerogenes	clinical	NonMosquito	Clinical	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472725.1	E. aerogenes	E. aerogenes	animal	NonMosquito	Animal 	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472755.1	E. aerogenes	E. aerogenes	clinical	NonMosquito	Clinical	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472155.1	E. aerogenes	E. aerogenes	clinical	NonMosquito	Clinical	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472935.1	E. aerogenes	E. aerogenes	clinical	NonMosquito	Clinical	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001518035.1	E. aerogenes	E. aerogenes	blood	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472275.1	E. aerogenes	E. aerogenes	environmental	NonMosquito	Environmental	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001473095.1	E. aerogenes	E. aerogenes	clinical	NonMosquito	Clinical	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472415.1	E. aerogenes	E. aerogenes	plant	NonMosquito	Plant	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001471995.1	E. roggenkampii	E. roggenkampii	Human	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472995.1	E. roggenkampii	E. roggenkampii	plant	NonMosquito	Plant	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472305.1	E. roggenkampii	E. roggenkampii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472715.1	E. roggenkampii	E. roggenkampii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001022525.2	E. chengduensis	E. chengduensis	environmental	NonMosquito	Environmental	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001518045.1	E. asburiae	E. asburiae	clinical	NonMosquito	Clinical	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001022495.2	E. kobei	E. kobei	environmental	NonMosquito	Environmental	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472595.1	E. kobei	E. kobei	clinical	NonMosquito	Clinical	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001022445.2	E. ludwigii	E. ludwigii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472845.1	E. cloacae subsp. Cloacae	E. cloacae subsp. cloacae	animal	NonMosquito	Animal 	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472555.1	E. cloacae subsp. Cloacae	E. cloacae subsp. cloacae	clinical	NonMosquito	Clinical	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001473135.1	E. cloacae subsp. Cloacae	E. cloacae subsp. cloacae	plant	NonMosquito	Plant	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001473155.1	E. cloacae subsp. Cloacae	E. cloacae subsp. cloacae	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472895.1	E. cloacae subsp. Cloacae	E. cloacae subsp. cloacae	plant	NonMosquito	Plant	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472955.1	E. cloacae subsp. Cloacae	E. cloacae subsp. cloacae	environmental	NonMosquito	Environmental	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472135.1	E. cloacae subsp. Cloacae	E. cloacae subsp. cloacae	clinical	NonMosquito	Clinical	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001471915.1	E. hormaechei subsp. Oharae	E. hormaechei subsp. oharae	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001471975.1	E. hormaechei subsp. Oharae	E. hormaechei subsp. oharae	environmental	NonMosquito	Environmental	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001475395.1	E. hormaechei subsp. Steigerwaltii	E. hormaechei subsp. steigerwaltii	clinical	NonMosquito	Clinical	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472295.1	E. hormaechei subsp. Steigerwaltii	E. hormaechei subsp. steigerwaltii	clinical	NonMosquito	Clinical	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472575.1	E. hormaechei subsp. Steigerwaltii	E. hormaechei subsp. steigerwaltii	clinical	NonMosquito	Clinical	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001475405.1	E. hormaechei subsp. Steigerwaltii	E. hormaechei subsp. steigerwaltii	clinical	NonMosquito	Clinical	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472355.1	E. hormaechei subsp. Steigerwaltii	E. hormaechei subsp. steigerwaltii	animal	NonMosquito	Animal 	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001022435.2	E. hormaechei subsp. Steigerwaltii	E. hormaechei subsp. steigerwaltii	animal	NonMosquito	Animal 	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472635.1	E. hormaechei subsp. Steigerwaltii	E. hormaechei subsp. steigerwaltii	clinical	NonMosquito	Clinical	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001473025.1	E. hormaechei subsp. Steigerwaltii	E. hormaechei subsp. steigerwaltii	human	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472385.1	E. hormaechei subsp. Steigerwaltii	E. hormaechei subsp. steigerwaltii	human	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001473115.1	E. hormaechei subsp. Steigerwaltii	E. hormaechei subsp. steigerwaltii	environmental	NonMosquito	Environmental	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001518065.1	E. hormaechei subsp. Steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472075.1	E. hormaechei subsp. Steigerwaltii	E. hormaechei subsp. steigerwaltii	clinical	NonMosquito	Clinical	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472435.1	E. hormaechei subsp. Steigerwaltii	E. hormaechei subsp. steigerwaltii	plant	NonMosquito	Plant	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472875.1	E. hormaechei subsp. Steigerwaltii	E. hormaechei subsp. steigerwaltii	environmental	NonMosquito	Environmental	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472115.1	E. hormaechei subsp. Steigerwaltii	E. hormaechei subsp. steigerwaltii	blood	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472835.1	E. hormaechei subsp. Steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472475.1	E. hormaechei subsp. Steigerwaltii	E. hormaechei subsp. steigerwaltii	clinical	NonMosquito	Clinical	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472535.1	E. hormaechei subsp. Steigerwaltii	E. hormaechei subsp. steigerwaltii	environmental	NonMosquito	Environmental	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472195.1	E. hormaechei subsp. Steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472975.1	E. hormaechei subsp. Steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001471255.1	E. hormaechei subsp. Steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472915.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472055.1	E. xiangfangensis	E. xiangfangensis	clinical	NonMosquito	Clinical	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472495.1	E. xiangfangensis	E. xiangfangensis	plant	NonMosquito	Plant	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472255.1	E. xiangfangensis	E. xiangfangensis	plant	NonMosquito	Plant	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCA_018373055.1	Enterobacter cloacae	E. cloacae	environmental	NonMosquito	Environmental	Curated	none	human	infant_gut	https://www.ncbi.nlm.nih.gov/nuccore/JAHAHV000000000.1/	NA	NA	NA	NA	NA
NA	GCF_001060045.1	Enterobacter asburiae	E. asburiae	clinical	NonMosquito	Clinical	Curated	none	clinical	intensive care units	https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1005413	NA	NA	NA	NA	NA
NA	GCF_001482625.1	Enterobacter asburiae	E. asburiae	clinical	NonMosquito	Clinical	Curated	urine	clinical	urine	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5740310/	NA	NA	NA	NA	NA
NA	GCF_004362415.1	Enterobacter sp. AG326	Enterobacter sp	environmental	NonMosquito	Environmental	Curated	none	plant	rice endophyte	https://gold.jgi.doe.gov/project?id=Gp0255592	NA	NA	NA	NA	NA
NA	GCF_015701065.1	Enterobacter asburiae	E. asburiae	human	NonMosquito	Homo sapiens	Curated	none	clinical	healthcare associated pathogens	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9427134/	NA	NA	NA	NA	NA
NA	GCF_016771675.1	Enterobacter asburiae	E. asburiae	human	NonMosquito	Homo sapiens	Curated	none	environmental	water-borne	https://journals.asm.org/doi/10.1128/MRA.00622-21	NA	NA	NA	NA	NA
NA	GCF_016771805.1	Enterobacter asburiae	E. asburiae	human	NonMosquito	Homo sapiens	Curated	none	environmental	water-borne	https://journals.asm.org/doi/10.1128/MRA.00622-21	NA	NA	NA	NA	NA
NA	GCF_018445745.1	Enterobacter asburiae	E. asburiae	Homo sapiens	NonMosquito	Homo sapiens	Curated	none	clinical	NA	https://www.frontiersin.org/articles/10.3389/fcimb.2021.744431/full	NA	NA	NA	NA	NA
NA	GCF_000965825.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Missing	Chavda	Excreted bodily substance	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_017151305.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Animal	Curated	none	animal	goose	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8117775/	NA	NA	NA	NA	NA
NA	GCF_002863825.1	Enterobacter sp. Crenshaw	Enterobacter sp	NA	NonMosquito	Missing	Chavda	none	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_003964705.1	Enterobacter asburiae	E. asburiae	Homo sapiens	NonMosquito	Homo sapiens	Curated	none	Human	NA	https://pubmed.ncbi.nlm.nih.gov/30387707/	NA	NA	NA	NA	NA
NA	GCF_013782005.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Environmental	Curated	none	environmental	waste-water	https://www.microbiologyresearch.org/content/journal/mgen/10.1099/mgen.0.000630#tab2	NA	NA	NA	NA	NA
NA	GCF_014103775.1	Enterobacter asburiae	E. asburiae	wastewater	NonMosquito	Environmental	Curated	none	environmental	waste-water	https://www.microbiologyresearch.org/content/journal/mgen/10.1099/mgen.0.000630#tab2	NA	NA	NA	NA	NA
NA	GCF_018597625.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Homo sapiens	Curated	none	human	urine	https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.003089#tab2	NA	NA	NA	NA	NA
NA	GCF_000632395.1	Enterobacter asburiae L1	E. asburiae	NA	NonMosquito	Plant	Curated	lettuce	plant	lettuce	https://www.mdpi.com/1424-8220/14/8/13913	NA	NA	NA	NA	NA
NA	GCF_001052135.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Clinical	Curated	none	clinical	intensive care units	https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1005413	NA	NA	NA	NA	NA
NA	GCF_001719105.1	Enterobacter sp. HK169	Enterobacter sp	plant	NonMosquito	Plant	Curated	Tomato roots	plant	Tomato root	https://www.jmb.or.kr/journal/view.html?doi=10.4014/jmb.1801.01021	NA	NA	NA	NA	NA
NA	GCF_003688655.1	Enterobacter sp. WP_7_2	Enterobacter sp	NA	NonMosquito	Plant	Curated	none	plant	NA	https://genome.jgi.doe.gov/portal/EntspWPL_7_2_FD/EntspWPL_7_2_FD.info.html	NA	NA	NA	NA	NA
NA	GCF_009811935.1	Enterobacter sp. SM3	Enterobacter sp	NA	NonMosquito	Animal	Curated	none	animal	mouse faecal	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8601393/	NA	NA	NA	NA	NA
NA	GCF_016771735.1	Enterobacter asburiae	E. asburiae	wastewater	NonMosquito	Environmental	Curated	none	environmental	water-borne	https://journals.asm.org/doi/10.1128/MRA.00622-21	NA	NA	NA	NA	NA
NA	GCF_018257775.1	Enterobacter asburiae	E. asburiae	drosophila	NonMosquito	Insect	Curated	none	insect	drosophila	https://academic.oup.com/gbe/article/13/8/evab127/6291655	NA	NA	NA	NA	NA
NA	GCA_013705185.1	Enterobacter cloacae	E. cloacae	NA	NonMosquito	Environmental	Curated	none	environmental	fresh-water	https://www.microbiologyresearch.org/content/journal/mgen/10.1099/mgen.0.000630#tab2	NA	NA	NA	NA	NA
NA	GCF_000952605.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Clinical	Curated	sputum	clinical	NA	https://journals.asm.org/doi/10.1128/AAC.01291-15?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed	NA	NA	NA	NA	NA
NA	GCF_015208395.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Environmental	Curated	none	environmental	waste-water	https://www.ncbi.nlm.nih.gov/nuccore/JAANZS000000000.1/	NA	NA	NA	NA	NA
NA	GCF_016771775.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Environmental	Curated	none	environmental	water-borne	https://journals.asm.org/doi/10.1128/MRA.00622-21	NA	NA	NA	NA	NA
NA	GCF_018599065.1	Enterobacter asburiae	E. asburiae	Homo sapiens	NonMosquito	Homo sapiens	Curated	none	human	urine	https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.003089#tab2	NA	NA	NA	NA	NA
NA	GCF_019048485.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Clinical	Curated	none	clinical	healthcare associated pathogens	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6658474/	NA	NA	NA	NA	NA
NA	GCF_900077695.1	Enterobacter cloacae	E. cloacae	NA	NonMosquito	Clinical	Curated	blood	clinical	MDR	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4971767/	NA	NA	NA	NA	NA
NA	GCF_000498635.1	Enterobacter asburiae L1	E. asburiae	NA	NonMosquito	Plant	Curated	lettuce leaf	plant	lettuce	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3859116/	NA	NA	NA	NA	NA
NA	GCF_000799205.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Plant	Curated	none	plant	populus root	https://genome.jgi.doe.gov/portal/EntasbPDN3/EntasbPDN3.info.html	NA	NA	NA	NA	NA
NA	GCF_001463035.1	Enterobacter sp. K66-74	Enterobacter sp	Homo sapiens	NonMosquito	Homo sapiens	Curated	Rectal swab	clinical	rectal swab	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5687771/	NA	NA	NA	NA	NA
NA	GCF_001661155.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Missing	Chavda	none	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_016411885.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Clinical	Curated	none	clinical	NA	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8169972/	NA	NA	NA	NA	NA
NA	GCF_017151375.1	Enterobacter asburiae	E. asburiae	goose	NonMosquito	Animal	Curated	none	animal	goose	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8117775/	NA	NA	NA	NA	NA
NA	GCF_000534055.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Clinical	Curated	urine	clinical	NA	https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2576861188	NA	NA	NA	NA	NA
NA	GCF_001052355.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Clinical	Curated	none	clinical	intensive care units	https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1005413	NA	NA	NA	NA	NA
NA	GCF_001482465.1	Enterobacter asburiae	E. asburiae	Homo sapiens	NonMosquito	Homo sapiens	Curated	urine	clinical	urine	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5740310/	NA	NA	NA	NA	NA
NA	GCF_015704455.1	Enterobacter asburiae	E. asburiae	Homo sapiens	NonMosquito	Homo sapiens	Curated	none	blood	NA	https://www.jstage.jst.go.jp/article/yoken/75/1/75_JJID.2021.141/_article	NA	NA	NA	NA	NA
NA	GCF_016771055.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Environmental	Curated	none	environmental	water-borne	https://journals.asm.org/doi/10.1128/MRA.00622-21	NA	NA	NA	NA	NA
NA	GCF_018067525.1	Enterobacter asburiae	E. asburiae	Homo sapiens	NonMosquito	Homo sapiens	Curated	none	clinical	Urine	https://www.cambridge.org/core/journals/infection-control-and-hospital-epidemiology/article/abs/epidemiology-of-extendedspectrum-lactamaseproducing-enterobacterales-in-five-us-sites-participating-in-the-emerging-infections-program-2017/FB5448D7E2509BC00A5431283B936319#access-block	NA	NA	NA	NA	NA
NA	GCF_903970955.1	Enterobacter asburiae	E. asburiae	Homo sapiens	NonMosquito	Homo sapiens	Curated	none	plant	leaf endophyte	https://academic.oup.com/femsec/article/96/9/fiaa147/5876344	NA	NA	NA	NA	NA
NA	GCF_003986715.1	Enterobacter asburiae	E. asburiae	Homo sapiens	NonMosquito	Homo sapiens	Curated	none	Human	NA	https://pubmed.ncbi.nlm.nih.gov/30387707/	NA	NA	NA	NA	NA
NA	GCF_004368735.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Plant	Curated	none	plant	root endophyte	https://gold.jgi.doe.gov/projects?id=104795	NA	NA	NA	NA	NA
NA	GCF_007035645.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Missing	Chavda	none	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_009821655.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Missing	Chavda	none	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_014104215.1	Enterobacter asburiae	E. asburiae	wastewater	NonMosquito	Environmental	Curated	none	environmental	waste-water	https://www.microbiologyresearch.org/content/journal/mgen/10.1099/mgen.0.000630#tab2	NA	NA	NA	NA	NA
NA	GCF_016403185.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Clinical	Curated	none	clinical	healthcare associated pathogens	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6658474/	NA	NA	NA	NA	NA
NA	GCF_016771035.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Environmental	Curated	none	environmental	water-borne	https://journals.asm.org/doi/10.1128/MRA.00622-21	NA	NA	NA	NA	NA
NA	GCF_001011855.1	Enterobacter asburiae	E. asburiae	Homo sapiens	NonMosquito	Homo sapiens	Curated	none	clinical	NA	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5156309/	NA	NA	NA	NA	NA
NA	GCF_007035805.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Missing	Chavda	none	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_009811955.1	Enterobacter sp. SM1	Enterobacter sp	NA	NonMosquito	Animal	Curated	none	animal	mouse faecal	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8601393/	NA	NA	NA	NA	NA
NA	GCF_016027695.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Clinical	Curated	none	clinical	NA	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6658474/	NA	NA	NA	NA	NA
NA	GCF_018299585.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Plant	Curated	none	plant	rhizosphere	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8411915/	NA	NA	NA	NA	NA
NA	GCF_018394395.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Missing	Chavda	none	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_000568075.1	Enterobacter sp. DC1	Enterobacter sp	NA	NonMosquito	Missing	Curated	none	plant	yam	https://pubmed.ncbi.nlm.nih.gov/24625871/	NA	NA	NA	NA	NA
NA	GCF_000801755.2	Enterobacter sp. E20	Enterobacter sp	NA	NonMosquito	Environmental	Curated	glyphosate polluted soil	environmental	polluted soil	https://gold.jgi.doe.gov/organism?id=Go0114026	NA	NA	NA	NA	NA
NA	GCF_001482565.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Clinical	Curated	expectorate	clinical	expectorate	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5740310/	NA	NA	NA	NA	NA
NA	GCF_008080435.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Missing	Chavda	none	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_016771835.1	Enterobacter asburiae	E. asburiae	NA	NonMosquito	Environmental	Curated	none	environmental	water-borne	https://journals.asm.org/doi/10.1128/MRA.00622-21	NA	NA	NA	NA	NA
NA	GCF_017169075.1	Enterobacter asburiae	E. asburiae	Homo sapiens	NonMosquito	Homo sapiens	Curated	none	clinical	MDR	https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0246937	NA	NA	NA	NA	NA
NA	GCF_900075425.1_	Enterobacter cloacae	E. cloacae	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_003289415.1	Enterobacter asburiae	E. asburiae	Homo sapiens	NonMosquito	Homo sapiens	Curated	none	clinical	rectal swab	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6496075/	NA	NA	NA	NA	NA
NA	GCF_004151605.1	Enterobacter cloacae	E. cloacae	Homo sapiens	NonMosquito	Homo sapiens	Curated	none	clinical	wound	https://www.sciencedirect.com/science/article/pii/S2213716519301390	NA	NA	NA	NA	NA
